x1,y1,x2,y2,x3,y3,x4,y4
122.058823,23.8542,119.590759,24.274837,119.946129,26.020634,122.450226,25.603195
121.74884,22.342579,119.309456,22.766487,119.591324,24.274652,122.0588,23.854111
121.434647,20.831747,119.021759,21.258905,119.309906,22.766319,121.74881,22.342491
