sarLAT,sarLON,aisLAT,aisLON,MMSI
24.8066546413908,119.787430354013,24.8067266870839,119.787103812309,412447434
24.8008454070961,119.807386916381,24.8034668392197,119.808051344725,636012808
25.1195913570221,119.816420703568,25.1161711296628,119.816509171291,413291020
24.9928033907659,119.824365655616,24.9963286957176,119.823915186048,477680200
24.9567384488637,119.830318524633,24.9555071001748,119.830898720675,457491000
25.123066457908,119.833354274013,25.1196623135502,119.833998623335,414103000
24.8240606901849,119.836258032899,24.8275888280395,119.837302121728,565741000
24.8273475616441,119.836951018975,24.8275888280395,119.837302121728,565741000
25.0389651685436,119.837464476473,25.0358128620836,119.837765088979,212289000
25.5016034692778,119.900501551965,25.4999709911988,119.900450206574,413364190
24.75412975728,119.906635620179,24.7565101217227,119.907634793929,373355000
24.8962175445549,119.908570488309,24.8973927666523,119.909514938748,477454900
24.8963517634268,119.909254264767,24.8973927666523,119.909514938748,477454900
25.5230055034352,119.916351507593,25.5222320734417,119.916996085435,413357930
25.4443141348155,119.920941786964,25.4422471463231,119.920406063577,371815000
25.7282390251344,119.928814107984,25.7279817381629,119.929222581095,413358860
25.7271193998315,119.92878343774,25.7279817381629,119.929222581095,413358860
25.5358187824403,119.937452080286,25.5372558948863,119.937329326083,413706710
25.5625143718298,119.937346168963,25.5613521407194,119.936416093701,412356650
25.5525079081767,119.940058386414,25.5499429863157,119.938988798598,413700560
25.6942258211556,119.944672656684,25.6949787410915,119.943671752271,412501720
25.6952398493078,119.94483218981,25.6949787410915,119.943671752271,412501720
25.1497379451932,119.956323217736,25.1471617270096,119.953734858554,412451535
25.8645365425097,119.965357988059,25.8680921784116,119.966998119073,412441105
25.0248211772797,119.966738852907,25.0249040493205,119.966675108938,636016161
25.0282328632027,119.967884274608,25.0249040493205,119.966675108938,636016161
25.414271169688,119.969551452331,25.4167800504839,119.970392218588,413701280
25.2972123024357,119.981819261466,25.2960084859792,119.981297020784,477348700
25.2935894955764,119.997395013381,25.292789202306,119.997491099944,412347712
25.5159579602573,119.999434096766,25.5145507085337,119.999065895004,414400430
25.650945422649,120.008481114209,25.647430235928,120.007122235261,413459440
24.9885596785837,120.066068320786,24.9915319946845,120.066785793094,352002122
25.7458986482195,120.067090096225,25.7474318665623,120.06756430443,413570580
24.991496856101,120.067179363839,24.9915319946845,120.066785793094,352002122
25.64798511122,120.071714192477,25.649379889916,120.072243879658,413506560
25.0189231095109,120.076093304745,25.0161649050779,120.075144400527,273313660
25.8275746614549,120.091521379073,25.8265634211427,120.091049265606,412442244
24.6496799054688,120.104751566952,24.6489362620136,120.104837835414,667001488
25.8085690049888,120.117262603539,25.8105819207704,120.115408043738,412900253
25.2839326275693,120.121617620277,25.2880333918486,120.123157180457,477524300
25.2866536985153,120.122194008943,25.2880333918486,120.123157180457,477524300
25.2135417450999,120.124103747225,25.2125374619457,120.12324916516,412303150
25.2129540315186,120.124942700155,25.2125374619457,120.12324916516,412303150
24.2060481144191,120.127106855746,24.2061453171289,120.127021049416,351609000
24.2089431404766,120.127691673124,24.2061453171289,120.127021049416,351609000
25.3469191660093,120.132519365746,25.3461969182729,120.132327377632,412443699
24.2500376188541,120.139155393252,24.2485800315953,120.138814017146,548899000
25.7950322254305,120.141669996164,25.7917419167233,120.140307226257,477547400
25.1991833572771,120.14977070871,25.1959559392276,120.148355582629,248431000
24.2375219286486,120.20354162466,24.2395235733583,120.203759878855,371504000
24.4628334767137,120.213943364907,24.4638118321138,120.213511820401,457529000
25.1823353605489,120.215188607683,25.1865342259822,120.216670029432,563201400
24.3425169641136,120.214740292211,24.3429872684998,120.214858914394,413326260
24.3450614747035,120.215313326229,24.3429872684998,120.214858914394,413326260
25.1856035942282,120.216161242721,25.1865342259822,120.216670029432,563201400
24.2306476030401,120.256864245715,24.2297849797924,120.256509350207,416006689
24.4958260231415,120.270681632384,24.4973955934093,120.270975864959,319409000
25.3575150193643,120.279995112203,25.3551913805148,120.277493016578,219630000
25.219718844672,120.292932648925,25.2227311978433,120.294153166167,477266800
25.2208019399988,120.29351086832,25.2227311978433,120.294153166167,477266800
25.2802280569659,120.305887967683,25.2830114204301,120.305619217126,413481620
25.2819523309253,120.306103747621,25.2830114204301,120.305619217126,413481620
25.8289942760085,120.309439192271,25.8279615237424,120.309735661382,412061008
25.6971506526572,120.31648389148,25.6945698252477,120.315488928999,414357000
24.2890979553284,120.31967661201,24.2888096811667,120.320131093312,477855500
25.6644298260754,120.331380543086,25.6634244325389,120.33046963159,636091916
25.6674240159153,120.332123694821,25.6634244325389,120.33046963159,636091916
24.2603011034584,120.368069468965,24.2628267675769,120.367970157375,310499000
25.7758658370704,120.376363680938,25.7747029290906,120.375317549005,636091526
24.7630020198582,120.382188694108,24.7635407341159,120.382192450367,219029208
25.3917444716161,120.391970159035,25.3929590071782,120.392084452247,413471050
24.9457392790369,120.395523081238,24.9483810872332,120.396215137733,563022200
24.4908379625332,120.397569384371,24.4906227005075,120.39784340613,416463000
24.3673763424095,120.415556600941,24.36705751844,120.415820681321,636019892
25.8045789879352,120.417215899321,25.8070947182259,120.418144951314,412379710
24.2973225030683,120.429574802523,24.29440272419,120.428929070657,574004760
24.2350290611658,120.435566184606,24.2351829038757,120.436200003357,525501217
24.2502415993339,120.43632732549,24.250487,120.436495,538006054
24.2625751383837,120.443199659128,24.263335,120.443157,416069000
24.2467452227854,120.445554533001,24.247213,120.445807,477167400
24.233711093902,120.447371589471,24.233252,120.447252,563033200
24.2528673271375,120.449311582495,24.2531143354191,120.449651551909,477701000
24.263166769654,120.454150161225,24.263667,120.454333,538004413
24.2565143174512,120.468904191379,24.2562030308079,120.468913897062,457495000
24.2854313176311,120.471818927239,24.2850450550303,120.471589478092,416006374
25.4839802850538,120.477421858781,25.4812384357736,120.476352770633,636023614
25.3741375144828,120.478807901445,25.3713811327316,120.47824,412452842
24.2342773431693,120.487863610521,24.2342916053105,120.488946544219,538009215
24.2513259852384,120.498615407954,24.251437,120.4982,538002609
25.1703052158385,120.499228058978,25.1674649813981,120.498152224186,525119006
24.2527979389968,120.499147338933,24.251437,120.4982,538002609
25.0211177331719,120.508178972281,25.0224497480327,120.508620882229,413319110
25.441732739167,120.514886655735,25.44276981087,120.514203007333,412445501
24.9387478295094,120.518935812142,24.9372585721921,120.519264525502,405000293
24.2691525529877,120.522559003724,24.269168,120.521062,416006135
25.762942346733,120.526814477481,25.7627418779065,120.52678064664,412441601
24.2860123023458,120.532723730096,24.284632,120.53208,244820422
24.6884063067239,120.550194293675,24.6887032457713,120.551088233531,538004167
25.4260793326759,120.570535777261,25.4266453248918,120.571262480197,412441852
24.3687747198684,120.580076990648,24.371395,120.58062,41200017
25.4839610410642,120.588288518741,25.4812975402785,120.587370092694,538009488
25.59781388918,120.588624841849,25.5974706256852,120.588269726059,412451543
25.3426166932737,120.590732483345,25.3418417850598,120.589945048155,412442227
25.5761233199634,120.655538670202,25.5752627644672,120.656539632625,431885000
25.5793669815107,120.656555196493,25.5752627644672,120.656539632625,431885000
25.7214828278979,120.684121698585,25.719895111167,120.684043862744,351265000
25.3891500904098,120.694541464869,25.3924450119896,120.695830402248,567593000
24.7176101233585,120.762373789426,24.71794,120.76487,533130592
24.7179219685885,120.764967386887,24.71794,120.76487,533130592
24.8443427219972,120.770873427386,24.8430929502575,120.770353475719,416460000
25.7991645687004,120.856597087095,25.7960586883616,120.855031807924,636021256
25.124973531656,120.9097905761,25.121103861765,120.908190537128,563160800
25.2673257483097,120.91508982774,25.2692430019399,120.916753987518,636021200
25.2218927676596,121.039598276909,25.2257103679377,121.041497989335,477225300
25.0576002376275,121.047344870139,25.053550129191,121.048215,416009395
25.0503029986249,121.048328110187,25.0514219677722,121.04824149998,416006621
25.3299816986829,121.056225798727,25.333593356489,121.057995767594,351372000
25.1452209786018,121.068507638426,25.1415357323987,121.066944099377,477250700
25.1424049942384,121.067826323124,25.1415357323987,121.066944099377,477250700
25.1446234017573,121.095674278777,25.1448414834585,121.095080562622,357157000
25.1873312099972,121.178572704386,25.1886183548589,121.179844043451,477079500
25.2464585885843,121.18447017654,25.2486290247567,121.185387748608,563145300
25.5705049167678,121.184262667946,25.5684748610675,121.182095671328,457496000
25.4288537673846,121.190140527134,25.4288466238422,121.189594031175,538009705
25.2304567067016,121.190455419339,25.2337561039792,121.192461141413,356613000
25.3170838819749,121.193262232317,25.3195705518158,121.194444651233,352001221
25.5497644221011,121.199499816871,25.549356780461,121.19973130087,457374000
25.4990657634835,121.222243452166,25.4987869756723,121.222168843484,613941000
25.2597969168627,121.222757662687,25.2605938815456,121.222807711143,413446370
25.1702077512568,121.235823020373,25.1697374521219,121.235241412335,372855000
25.1960236402075,121.254195237734,25.1958789695274,121.254116087287,413592000
25.1562763971541,121.266566322504,25.1557433609773,121.266360502669,636020657
25.149356396833,121.26724692865,25.1488517542601,121.267015331802,374415000
25.5112274940051,121.268858918534,25.5114445901486,121.269676076496,371885000
25.1569403560358,121.275077554271,25.157010797094,121.274447283165,525011169
25.1679741786448,121.286754198704,25.1680803892456,121.286317464148,413442370
25.5972068839753,121.28940128877,25.5950130290103,121.288244672997,352001278
25.1341632970125,121.296391245475,25.133487,121.298443,636092029
25.1338244846658,121.297516620003,25.133487,121.298443,636092029
25.1311898734221,121.300483071594,25.1329728860772,121.299339119161,416000010
25.5537674503984,121.320233617289,25.553772,121.32005,667001924
25.1750978134331,121.350717290051,25.1751744905084,121.35002879945,563161700
25.5727370622289,121.362659410228,25.5709011129834,121.361850667843,511449000
25.1574347158947,121.366686100798,25.157353,121.366387,416000015
