x1,y1,x2,y2,x3,y3,x4,y4
120.10804,23.181036,122.549973,23.60099,122.876984,21.851372,120.466095,21.427479
119.773071,24.688053,122.24514,25.105276,122.550438,23.601158,120.108017,23.181126
119.449471,26.19713,121.953964,26.611475,122.245712,25.105459,119.773056,24.688145
