x1,y1,x2,y2,x3,y3,x4,y4
122.057259,23.854231,119.589302,24.274868,119.944695,26.020662,122.448692,25.603224
121.43309,20.831774,119.020203,21.258947,119.308365,22.766363,121.747261,22.342518
121.747284,22.342607,119.307899,22.766531,119.589775,24.274698,122.057251,23.854139
