MMSI,LAT,LON,TYPE
0,26.197292,120.292825,70
0,26.16993,120.279488,70
0,22.596838,121.47103,0
2,22.8951825624203,120.395073,0
6,26.075752,119.723525,0
8,22.2119509242899,116.982414918883,104
80,24.584527,121.868672,104
46902,22.328925,120.584267,0
57564,27.6771964513812,120.611371739391,0
83656,27.5742642638622,136.639736586869,0
112326,26.83973,120.714247,0
237019,22.7817888149332,120.231633936842,0
349902,22.9344221005838,120.443609093283,0
349906,21.4198736205055,120.759743596276,0
349909,22.0538275024711,120.365186296476,0
349910,21.238213320986,120.248948081853,0
420811,25.7636887677383,120.146060647996,0
480102,22.9027234697552,120.831291867793,0
491808,23.4418903157391,121.226329128609,0
525302,22.792047,121.193813,0
525305,22.792028,121.19394,0
525307,22.792018,121.193685,0
561967,28.5886114044998,120.363636461303,0
561968,31.5774103770529,115.646408556366,0
561989,30.9083101712184,119.037795796095,0
572203,22.7701257103962,121.285873438447,0
572206,23.4482463473914,112.770899653706,0
572209,23.0927081356042,109.372894863837,0
572210,23.2284591223924,99.1002534519137,0
575902,21.1212241894833,121.273726088462,0
575904,20.4389403244505,120.712044209105,0
575906,21.6557053175475,122.447316115503,0
580006,24.522023,118.565737,0
580016,24.4002245207144,118.206667977366,0
580019,24.9844942979988,117.526969099545,0
580020,22.3859571191223,119.347572239555,0
619314,22.467753,120.445447,0
620101,22.4453624490383,122.037328270941,0
620102,22.0888301740403,120.445365,0
620103,22.8097678903022,121.905961198841,0
620104,22.7497918526128,99.1257160890152,0
620105,22.8420900583615,120.504630963536,0
620106,22.4413300270219,121.918201881823,0
620107,23.3851337275883,113.903082347969,0
620108,22.8214126879463,121.96434215894,0
620109,22.4400340996996,121.991153044257,0
620110,22.8276298572321,121.96386182015,0
620111,23.080428684228,120.155480603821,0
660314,24.4370942273184,124.159110206921,0
660319,32.0988584942,116.139243605124,0
660912,25.0193012669499,125.042749829863,0
752031,23.9918111532442,120.289107957719,0
860014,28.2397069792658,123.708658141184,0
960004,22.0060311033545,116.868811392186,160
960007,24.427892,118.429098,0
1005809,21.9199863084228,114.907694046939,0
1005873,22.9716381649025,121.837792,0
1005963,20.9830313124743,121.129230659662,0
1006108,24.643149143474,121.660488031877,0
1086222,25.1192828242067,124.90862394915,0
1086888,48.6793798138667,96.507760687305,0
1086999,64.8595178939501,113.776719184171,0
1151703,31.0849448874868,123.866203560257,0
1151705,30.7321084138902,123.675420454263,0
1151706,28.0753540596872,121.511898942296,0
1151707,29.7800060509719,123.581903879199,0
1151710,31.9743956053687,123.034861338619,0
1151711,29.5955351814056,123.211825105705,0
1151714,28.7975375731798,122.947831846998,0
1151715,29.0054730723555,122.746802451225,0
1151717,28.8152161697437,122.953509046016,0
1151724,21.1985498470335,119.691017663497,0
1860008,24.2572310401825,119.305814068494,0
1860010,24.4880249946563,118.974009679638,0
1860017,24.4016841787282,118.955654696941,0
2000921,25.49283748827,121.374406572026,0
2005809,21.1165352144117,124.486412342931,0
2005873,25.565738607251,120.490756454997,0
2005963,20.1841793053733,121.202995051198,0
2006108,24.8829722087809,121.560799326039,0
2080006,24.6964145646131,121.651743181245,0
3005809,21.7769280842352,124.099822884164,0
3005873,24.867437,121.837565,0
3005963,20.4003468423814,122.237933484588,0
3006108,24.2173824367325,122.858464306695,0
3261918,26.1257519373524,120.92139711732,0
3588405,33.5921882089551,119.60226871401,0
3588407,32.815723639809,117.252105929158,0
3588408,32.9943803252562,117.971070454776,0
3588409,32.1332316948518,117.626628146931,0
3588412,33.5252870424492,118.837990160032,0
3820005,15.2597153000222,123.969792325713,0
4005809,22.3339206667438,125.68482722711,0
4005873,20.4147960855521,113.90234733542,0
4005963,19.9851935442332,122.31269221782,0
4006108,24.0397063277086,122.70393362734,0
4019192,29.3462157673744,123.479219890754,0
4019195,29.8173604879472,123.490207823239,0
4121003,26.32566,119.878538,255
4165550,23.86405,120.910793,0
5005809,17.7305633744647,122.82718450274,0
5005873,24.4882667689813,121.837378,0
5006108,24.319314056245,121.419578829863,0
5690010,25.17635911964,125.762730446286,0
6005809,31.6807352842018,118.555155962992,0
6005873,24.867392,121.837287,0
6005963,20.5204383727303,120.94342045557,0
6690021,24.2661563937556,118.873534947693,0
7005809,26.0078045325701,122.116098454448,0
7005963,20.7908328375839,121.450836475172,0
7006108,44.5829924060661,122.108244873946,0
8005809,24.8706440986678,126.854455625265,0
8005873,24.9334418613813,121.463822906015,0
8006108,45.942288706399,126.723659136903,0
8056169,26.4565867852443,122.60631133194,0
8311727,11.8838970337362,126.496271266445,39
8590006,25.9668277615354,119.064592263995,0
8800018,33.1486593575141,131.571726213172,0
9005809,23.774645519154,122.204856428894,0
9005873,24.867578,121.83736,0
9006108,44.170556892697,123.083404984552,0
9103099,22.467345,120.443023,0
9134471,26.017517,119.690045,0
9966010,21.0237843954736,121.303298926605,0
10005809,17.7104535029675,111.653350285155,0
10005873,24.9990805622655,121.090470722254,0
10006108,40.1376976604051,124.849079813461,0
10090853,23.4116186352227,123.58956797114,0
10108688,15.5854604277961,96.2436786578927,0
10258682,25.9074612602852,122.642360584469,0
10321511,18.6320024816397,122.79986114638,0
10665817,25.141808,121.79382,0
10665908,25.1418,121.793707,0
11001377,23.8268035100077,121.844808766157,0
11005809,16.3367034140321,127.576956921116,0
11005846,26.9006106982172,126.824298363313,0
11005873,27.344712852824,118.96730141553,0
11006108,43.825447634008,121.96902749994,0
11105070,21.1555292680705,118.367262988318,0
11270001,21.5297304491925,118.118366274826,0
11270002,22.630083419494,118.592822,0
11270003,24.1482753604863,118.546614987429,0
11270004,24.524622,118.592737,0
11270006,24.86266723546,119.67807551116,0
11270007,25.5844122453173,120.164048472396,0
11270008,23.7719828377044,118.500361268927,0
11270009,24.1501668754063,118.53346497628,0
11270010,22.2615642710113,118.371037052898,0
11270011,25.4516886033697,117.934313514826,0
11270012,24.5708511178947,118.21660853397,0
11270013,24.5865003373796,118.966664708214,0
11270014,25.1347049422071,118.143020728056,0
12003071,24.584298,121.868728,0
12005070,27.7497123155679,124.65668118821,0
12005809,23.3519143800525,122.095806818678,0
12005846,24.6607850354596,120.012482852678,0
12005873,24.1205884654031,121.705737684696,0
12006108,46.4901074858772,125.943270382974,0
13005070,24.641723,121.867102,0
13005873,24.2864748356061,121.349889886306,0
13006108,44.0469735306201,126.504762644073,0
14005846,25.893074464931,124.776517117427,0
14005873,24.9990912164104,121.09060805395,0
14006108,45.7079596630127,122.628796154152,0
14880015,28.1368811179471,122.568262601972,0
15005070,27.3831660374865,123.149253265745,0
15005873,24.9990738462432,121.090578440455,0
15005915,24.7201519243536,123.373155079669,0
15006108,46.439781489481,126.206891811286,0
15270030,24.8956045126262,124.718864849809,0
15730015,21.5187453058668,118.202157310212,0
15730016,25.236034948972,117.254828463096,0
15730017,23.3989696150769,118.434576247218,0
15730021,24.5748195527691,118.96867793186,0
15730022,24.7343197146876,118.908400266409,0
16005070,25.3551594337308,130.543877099803,0
16006108,48.3913870673807,126.084149769904,0
16690014,24.5940260716276,118.223112474013,0
16690016,24.057511966728,117.558104253586,0
16690017,24.6044858659793,118.225300574521,0
16690018,25.2825091635591,116.452159901451,0
16690019,23.8877899263098,119.5381188212,0
16690020,25.0267995466069,118.028613142386,0
16860001,23.0128245666117,118.491290204088,0
16860002,24.2166555391684,117.903906945507,253
16860003,24.1838031129335,118.762022499427,0
16860005,23.1467299093479,120.863919130132,0
16860006,25.1724716229058,118.203423217475,0
16860007,24.282700824901,118.888830713274,0
16860009,23.832277615129,118.905474124018,0
16860011,24.3650179549267,119.338107936207,0
16860021,23.0167191451007,118.438469507408,253
17005070,20.6599273162907,116.316312171769,0
17006108,42.8577498140322,124.688804674764,0
18083656,26.5511318720975,122.862830707819,0
19191922,32.0947908609726,107.658316234475,0
20009815,26.713987,122.761487037378,0
20010864,30.9074953155523,125.227018402879,0
20108607,22.1849354169184,107.060019948403,0
20108616,21.2143378313911,102.988622125582,0
20151718,30.0991504515386,122.56880297667,0
20151720,28.3279418934284,122.834389577777,0
20191918,27.9707789035237,123.006428603755,0
20191925,22.6522806497855,121.283274859512,0
20662222,19.9044336637699,120.85552925968,0
20662444,25.18394,121.41042,0
20662666,24.8070800840977,121.365217409184,0
21118811,23.741357,119.612758,0
22000988,26.6987661966837,120.108876864064,0
22000989,24.2110098668397,127.032086358149,0
22019192,28.2217062999892,124.935010612389,0
22019194,31.3293042075712,116.080388792429,0
22019198,26.814515,120.608218,0
22022581,28.4593887406326,120.190397584573,0
22191915,32.2289987195401,117.988400352544,0
22191921,30.4650534262493,116.313673437375,0
22580006,26.586637,120.5,0
22580009,26.62194,120.499925,0
22580013,27.3551187108205,120.618671713494,0
22580015,26.602792,120.500095,0
22580016,26.59826,120.493268,0
22580017,26.585085,120.492927,0
22580019,27.5758890462122,119.923595803467,0
22580020,26.61225,120.500458,0
22586822,26.693862,120.513345,0
22810019,26.64298,120.519253,0
22810021,26.636397,120.526548,0
23015178,30.2827586419952,123.585660307605,0
23018999,26.697063,120.492087,0
23019191,29.6044708129767,123.254181720832,0
23056269,26.9307431613901,120.20331206621,0
23112305,29.3432798100904,121.751020802236,0
23112313,30.3337419683658,123.63839787739,0
23255285,26.696298,120.52678,0
23255286,27.0651714100903,120.416614859901,0
23255287,26.716025,120.52662,0
23258669,26.7211228616439,120.083510192767,0
23258681,26.710635,120.513247,0
23258683,27.0249813611271,120.335854566378,0
23258685,26.712213,120.518925,0
23258687,26.706088,120.519048,0
23258689,26.715907,120.519077,0
23830009,17.9422100228787,120.754053,0
23960018,27.6168514415938,122.847165289914,0
26486835,23.4339363859541,122.557020403519,0
30108618,19.6247722201634,101.53499196677,0
30108620,56.3902068016898,106.966581569519,0
30151725,22.8619118323283,119.294211813741,0
32172030,27.0530052919116,120.869892,0
32380010,26.734312,120.478953,0
32552810,26.995883352665,120.352145843849,0
32552811,27.0387423853749,119.448582011034,0
32552812,27.3740916824963,119.163538896463,0
32552818,27.0402279220436,120.375702770438,0
32586810,26.686028,120.513367,0
32980004,29.8974867705301,110.823546894126,0
32980013,24.8677907537182,121.245381284558,0
32980017,24.1641331666357,123.428972280739,0
32980024,26.7970941587071,111.813548021052,0
32980026,28.4853728095088,116.791853741998,0
36241001,24.6079648620975,121.633784781626,0
36241002,23.4007502571354,121.675054733065,0
36241003,24.8373008542807,121.497100738581,0
36241004,24.6593372482916,122.159229222606,0
36241005,24.5589703406042,122.02635855382,0
36241006,24.903843,121.870592,0
36241007,25.6284115217395,120.537567607082,0
36241008,24.5253316777819,121.870057,0
36241009,24.6359049272706,121.602537781256,0
36241010,24.90454,121.87018,0
36241011,23.6005824596979,121.09580726344,0
36241012,26.7889770485788,116.908419173207,0
36241013,24.904587,121.870508,0
36241014,25.2578730258122,121.732306805104,0
40191911,30.2747818025213,116.650178774979,0
41172319,29.6113943725229,122.940078945066,0
41210561,23.969418,120.325418,0
42012836,27.4297744987165,118.393173657248,0
42078711,22.7461606149203,122.896944334998,0
42245972,24.4504866183804,122.226280356556,0
42343831,36.9431483524444,122.36624482705,0
42343838,24.4416140468891,111.615139870984,0
42539230,23.4293910141018,128.138521682743,0
42637631,24.9084496467805,121.66758182128,0
42665672,30.9678251780383,115.495769549077,0
42731392,22.7241026686025,116.258725312494,0
42880012,27.9726981827658,121.63829004275,0
42894674,24.3722201826806,120.260282196615,0
43355146,19.9636550629415,123.407553726821,0
43355191,22.5439015283815,121.007236967405,0
43355225,21.2505443277286,117.100856891909,0
43355245,27.4160600249738,115.469006076129,0
43355251,30.9070529070627,131.547275786684,0
43355252,29.5440510784642,129.229492237578,0
43355254,18.9330783128827,116.86384813376,0
43485755,24.6581215215705,120.418298736123,0
43551571,33.6952091126075,114.665568503464,0
43726550,24.292583,120.519685,0
44118206,29.5836173503165,129.049957533295,0
44252887,24.0242732194165,126.315672165769,0
44285469,28.6110706116101,121.332936620395,0
44318593,26.6239850279448,115.302214297246,0
44383421,24.292563,120.519473,0
44513939,21.727397055374,123.436602543765,0
44901516,27.4639907279636,117.980333973347,0
45056167,24.6764056415666,121.163313161431,0
45395777,25.5058754886658,121.199087394632,0
45624222,20.0689983250684,121.578775514954,0
45656876,27.5668620821966,110.551624371526,0
45787505,32.4113116054313,116.267832749796,0
45787510,23.9613760491624,120.319329446947,0
45787513,26.7703128965585,115.366751221101,0
46044458,27.0189416103386,129.752341761896,0
46192801,25.141943,121.792753,0
48970042,25.18352,121.411333,0
49060002,25.6910103314271,120.298115940007,0
50825042,25.143098,121.380587,0
52880002,22.2762435841127,122.648134455582,0
59041474,24.37153,120.580785,0
59041931,24.371532,120.580965,0
59046226,6.97892496645872,132.282733458553,0
59082040,20.3385043882841,121.435732,0
59084402,18.7942823582387,110.35555801585,0
60108615,30.1769656261971,111.832189726227,0
60108617,22.4529885782315,99.9225761737723,0
60108625,14.1106719786404,103.698138611814,0
60108626,20.7292777611246,106.400225698549,0
60108627,21.5590135654521,120.042871065178,0
60149811,25.8785684059528,120.363954205404,0
60225822,26.596357,120.499663,0
60225823,26.615682,120.500257,0
60225824,26.60477,120.493525,0
60225825,26.608028,120.493615,0
61922052,24.9585553193067,121.462512848859,0
62598609,20.8036806948821,123.515370601029,0
63243201,22.4714555685214,120.088139217048,0
64076010,28.4366351603037,117.144026342106,0
64187048,25.1072864305018,121.334045481973,0
66030001,25.3180918666557,121.867893107069,0
66030005,27.2496613545751,117.462361620774,0
66030006,22.3060968074902,121.590285737026,0
66030011,26.7285560348923,126.961207304913,0
66030016,26.9024991202824,120.012622895238,0
66090001,25.9711514006006,123.373361329099,0
66090003,23.1512459690062,130.186150272219,0
66090005,25.4267428370607,123.466662113236,0
66090009,25.9631629302339,122.585557179355,0
66090010,25.769559833601,121.004892737626,0
66090013,24.837318,119.34331,0
66414310,24.125235,120.438553,0
66820002,26.1650231678159,120.29270656549,0
66820003,31.7776566043933,130.323992250572,0
66820004,23.7113651003683,122.975814121218,0
66820005,28.1459370625928,126.680260246058,0
66820007,24.2543849775358,121.953060121878,0
66820008,34.5394934726911,125.502957953727,0
66820009,25.480152127285,123.14434623678,0
66820010,20.038126913877,115.824654175292,0
66820011,25.204513371136,119.113135066755,0
66820012,24.9723853274081,120.907084041562,0
66820013,33.8721540830607,139.067871805855,0
69405101,26.5501807678666,119.810822016059,0
70575618,25.3045144990791,123.754956608186,0
72366038,26.151452,120.444262,0
78940004,24.3909906360734,118.861161632185,0
79680011,24.842112,119.342677,0
79680012,23.7046512994461,127.936563839008,0
79680013,29.8011767169761,115.825669861288,0
79680014,28.2203048582004,119.160221540847,0
79680016,23.5289427775092,107.614058594985,0
80090010,28.2967024924896,122.589770131552,0
81561150,24.3717723980397,120.893659956762,0
81561645,25.4155996172114,122.903879356066,0
81561646,24.7616733809699,121.813750002771,0
81561647,24.7387713929542,121.157734589665,0
81561883,20.4608137456713,121.094730692523,0
81561886,20.0877406557269,121.008045570116,0
81561887,22.3459215072135,121.285244719486,0
81561888,21.2167992155453,121.146522373945,0
81561889,23.4606505647326,121.489118825312,0
81562355,22.7556956971665,112.23551220764,0
81562706,25.033335932287,120.174086561266,0
82160012,24.6367541226415,118.203137436103,0
82160013,23.004652512166,118.563977,0
83172004,14.6915472109841,124.523687097083,0
86000896,26.4101967170694,117.325531562148,200
86516332,25.976844662743,117.377309047453,120
88998899,25.135676695361,120.892131335634,0
90166611,24.524948,118.59424,0
90575617,26.933015,120.756085,0
91060276,24.292583,120.519673,0
91325458,25.3225212999161,119.64222922291,0
91902444,25.183833,121.41018,0
91902666,24.8059858943688,121.37754817259,0
92070078,25.0116934324519,110.382023946064,0
92080012,29.2269937466159,121.455732092859,0
92080014,20.2087934794835,120.399638,0
92338811,23.325637,119.320535,0
96015172,28.7669596168093,122.516205369458,0
96015179,28.9815750000175,122.174809141247,0
96017374,26.72509,120.48769,0
96019803,26.0938064607761,120.543038024185,0
96019809,27.8980286481048,121.714392607639,0
96020980,23.196562,119.42032,0
96023464,23.660695,119.658122,0
96031352,23.3398618714958,119.270172573458,0
96050775,27.216807,120.381837,0
96054361,26.232462,120.378333,0
96055214,26.30026,120.870388,0
96056162,25.0227864580741,120.67959686151,0
96093520,27.3345750188398,120.848455004418,0
96118261,25.968157,119.976192,0
96168389,24.0385765576469,139.700621850474,0
96178389,15.4517667675849,92.7703568529906,0
96188389,27.3101143599538,120.942586367809,0
96190004,24.2012644971313,120.445710430956,0
96191912,29.7302117623255,118.267615178964,0
96191913,29.8762212265708,119.223079848457,0
96191914,29.2591855451137,118.902323061963,0
96191916,27.3162928919715,122.052625163404,0
96191927,30.3463794919907,118.489998527149,0
96191928,29.1143585092524,119.392311919712,0
96198007,27.9361090087661,121.699639456646,0
96198008,27.9349940362881,121.691071036288,0
96198010,25.3385789695808,120.481099328923,0
96198011,25.4425997088991,121.178422986108,0
96198015,25.1315649319241,121.414006151836,0
96980006,27.8683362994473,121.761853630334,0
98001611,20.8296919322872,121.374527,39
98001612,20.8297417034905,121.37463,39
98315849,22.6722487678219,120.113165866836,39
98319029,13.6999596166963,105.726314622702,39
98319287,22.0927277689813,120.435152,39
98319764,20.826246527827,121.279394605003,39
98329881,14.3953430511046,120.587627408405,39
98329883,21.2607443400891,120.138394464417,39
98329884,22.9088944185607,116.640776508919,39
98329885,28.416370371668,108.157104482823,39
98329886,22.4090150742892,119.636570746479,39
