LAT,LON
23.1017983493178,120.113488377624
23.1168929870041,120.116063815461
23.1274005725647,120.117562879092
23.0794251044031,120.127303183386
23.0325087906492,120.128128448856
23.0610292493803,120.130611885023
23.0300939573676,120.130796596936
23.0478508221362,120.133875468001
23.0397063691102,120.134954262992
23.041929913323,120.135182691736
22.9635665476518,120.147449137582
22.991819427102,120.148229117103
22.9966333157195,120.161581159787
22.9776735526713,120.168863591932
22.9668059701209,120.170803912298
22.9658310338273,120.171467080346
22.8438125517329,120.176358384422
22.8416574405242,120.189914248916
22.8136161326148,120.190281501341
22.8159048550115,120.19041360653
22.817016774224,120.190544085809
22.8182087695049,120.190550995926
22.8124820095686,120.19080052795
22.8476265534342,120.191518726482
22.8083171591102,120.192928633638
22.8089358659495,120.197475949925
22.8079696388128,120.197819031993
22.8414962721938,120.198833991267
22.8122355881499,120.200916692907
22.8179465867883,120.201141715305
22.8264058964725,120.204654545887
22.825465873693,120.205020288538
22.8192623650024,120.207122346303
22.6485006793296,120.219823824435
22.6429524482136,120.228035696476
22.6474240620724,120.232547235459
22.5855976538874,120.237144745286
22.635819159439,120.239301235558
22.5533620102098,120.242887895599
22.6174594889157,120.245660911078
22.6921428879276,120.246556347146
23.2061340855562,120.248216767469
22.7281847449606,120.248768242875
22.6310447800586,120.249150215592
23.2071507047696,120.254012887498
22.5646380843588,120.254332895113
23.2077364341357,120.257348382537
22.5537160149302,120.25765431071
23.2080446645857,120.259221210629
23.2086727366885,120.262665501147
22.6774196260594,120.262599964964
22.5254927341746,120.26419527349
23.2091952127104,120.265605237914
23.2094647072956,120.26721824227
22.5177948632014,120.269242617494
23.2098193363359,120.269165228114
22.5377844707735,120.27137596469
23.2103144078702,120.272074741261
22.6840699785497,120.272789621341
22.696938451937,120.273225197312
22.6128429318647,120.274719955041
23.2108414195036,120.275009600811
22.6161833786582,120.276086127329
22.5300559553724,120.277483390871
23.2112698303403,120.277453374858
22.6154675652628,120.278645781456
23.2115015660688,120.278717186004
23.211697284987,120.279851461479
22.6031662744122,120.282505385194
23.2123869348108,120.283924674433
22.6020730166393,120.283069801645
22.6136660609309,120.283801276686
22.5976843447907,120.285949084715
22.3385493183219,120.287458902858
22.3371241855973,120.287205637246
22.5944605336385,120.288128711292
22.4714883627245,120.289523858784
22.616602166735,120.290450747483
22.5891857156978,120.29021664882
22.5768621845006,120.292233194126
22.6052672774749,120.295368496313
22.5989777316508,120.297318574679
22.5397085735457,120.299363712407
22.3097559021555,120.29920222954
22.2264490759807,120.305503269605
22.5706256859999,120.308556079575
22.4802421433627,120.310169842509
22.5473764756394,120.311438845998
22.5685892483627,120.314246748605
22.5714435138166,120.313567462649
22.5340914728176,120.315342770105
22.5497472468458,120.32402215242
22.5529308762127,120.327427295768
22.5604704696632,120.327885103853
22.5610314688378,120.328632420272
22.5514349625039,120.33691564623
22.5450351748554,120.343901581428
22.5458314088573,120.345024475533
22.5380026062793,120.346505183437
22.2414506489608,120.346995206468
22.4900392242946,120.366150673282
22.4932432154747,120.378491763883
22.2393590724578,120.38792794449
22.4090980228112,120.401592205624
22.47813654678,120.402822897564
22.2829000495943,120.406025655762
22.3027805086533,120.407612472804
23.2359533430397,120.41716797569
23.2364935003407,120.420789203246
