MMSI,LAT,LON,TYPE
0,24.972057,119.356468,70
0,22.805435,120.14205,0
0,24.983445,119.388643,0
0,22.805377,120.142243,73
1,22.6273,120.283968,0
2,26.3094179099736,120.394507,0
6,26.075665,119.72352,102
14,26.115942,119.669892,0
80,24.584525,121.868683,104
5714,26.5265725383426,120.646630942013,0
5718,26.5359653557584,120.645713485605,0
9021,22.3414028487946,120.44963048154,0
9022,22.3417750632444,120.45022222071,0
9023,22.3445613321117,120.454375414722,0
9024,22.3426015825208,120.452845668149,0
9027,22.3419269858796,120.448672071882,0
9028,22.3417471884806,120.450265336659,0
9030,22.3346548840255,120.434601779247,0
9031,22.342015342029,120.44884929164,0
9034,22.3428013307021,120.453234562812,0
9802,22.3480803445317,120.429212624473,0
56101,24.43162,118.410587,0
57564,26.5598897076713,120.580004650333,0
58661,26.8369283928851,120.618490079334,0
59169,26.8030339397892,120.630400477889,0
103888,26.53304913109,120.553180962046,0
193516,26.811637758579,120.677203086918,0
193517,26.8038248476987,120.676858206366,0
193523,26.7730325652891,120.680680989368,0
237019,22.4656463468543,120.439129710802,0
241646,24.3412271226267,118.477062756953,0
270001,24.7782564465454,119.297220968107,0
270002,24.7699581141869,119.298032823793,0
270011,24.8114483062896,119.297951506699,0
300006,22.4677363926795,120.44553660119,0
319008,22.3509349203693,120.440378527249,0
319010,22.3503059622433,120.442030962802,0
319012,22.3298179171392,120.457444954476,0
319013,22.3507463776669,120.440886062904,0
335010,24.9188190136451,119.471718870876,0
349902,22.3543910960005,120.417251853704,0
349906,22.3094479614851,120.441015000844,0
349909,22.3083182567528,120.440989004483,0
349910,22.3117504990128,120.439220644361,0
420811,26.4426888892074,120.483486102681,0
445503,23.2131159613791,120.087349630831,0
480102,22.792623,121.194623,0
525302,22.791983,121.193695,0
525305,22.79196,121.193748,0
525307,22.791947,121.193663,0
561018,24.3405546875304,118.435748291025,0
561019,24.3398382208733,118.43557144171,0
561022,24.3313366215941,118.420209952088,0
561189,24.3386389461032,118.434699847615,0
561620,24.3414528246478,118.439365861844,0
561630,24.3778935135915,118.372721745592,0
561888,24.5022215049801,118.348652602763,0
562019,24.34423143321,118.441190983692,0
575902,22.35336,120.382922,0
575904,22.353205,120.382867,0
580015,24.8545006702531,119.263591136923,0
580021,24.8175756647133,119.286250097004,0
580022,24.7866084873601,119.336102748101,0
591614,26.754562394437,120.631837570767,120
591616,26.7412100501756,120.631125262774,200
591620,26.7213577510159,120.637971468568,0
620102,22.4675050454249,120.445221640796,0
620105,22.4677803233274,120.445369538965,0
660314,24.9785915735638,119.532422866821,0
660318,24.9775268880089,119.533623591423,0
660320,24.9773138221755,119.536904283806,0
660322,24.9773385605737,119.536223704612,0
660912,24.9516402123152,119.500156416415,0
666916,24.8891048408791,119.271013758924,0
666917,24.8809549912197,119.265964856259,0
666918,24.8729579040506,119.265722774816,0
666919,24.8652593344084,119.267641551393,0
666920,24.8587265985373,119.271330649867,0
860002,24.9008791202687,119.227206980016,0
860004,24.868626325289,119.22808913753,0
860013,24.8443874149444,119.228782086544,0
860026,24.8565904377212,119.228641695406,0
882569,26.5514234924561,120.554130695408,0
891100,24.480851642796,118.250420957789,0
892200,24.476344128129,118.254898686062,0
894400,24.4788439240564,118.252209896969,0
895500,24.491032,118.247028,0
921557,26.5628133019356,120.65324567381,0
960007,24.4277828469828,118.429067817415,0
1005873,24.8669006649994,121.837807191528,0
1006108,24.8678601015083,121.836327779148,0
1115287,26.839955745463,120.65083430345,0
1151703,26.9166107794348,120.709383441777,0
1151707,26.8902034291304,120.689020372356,0
1151710,26.8687631803279,120.703141035813,0
1151711,26.8559687708881,120.704150098224,0
