MMSI,LAT,LON,TYPE
0,22.798953,120.141957,0
8,22.6534352737316,120.203014604251,104
12,26.369845,119.971525,255
14,26.115955,119.6699,255
438,24.3402065258135,118.412178625333,0
830,24.4294048967715,120.615467,0
6503,25.0894819087525,119.443097712244,0
6504,25.084454492191,119.438077801686,0
6505,25.0789569357332,119.434047125724,0
6844,26.4289430921896,120.192894538442,0
8822,26.812507393516,120.544688799313,0
9021,22.4723579113809,120.435756769205,0
9022,22.4721323275776,120.435504183385,0
9023,22.472298,120.435733,0
9024,22.472352,120.435668,0
9027,22.4723278335259,120.43577792795,0
9028,22.4722732101186,120.435632716518,0
9030,22.4722462735677,120.435699491347,0
9031,22.4722966614885,120.435834817584,0
9034,22.472299900805,120.435601400962,0
9039,22.4722740438698,120.435703140888,0
11232,26.782090668538,120.673331881117,0
46902,22.3614504928424,120.593445987549,0
66501,25.0984833652943,119.448970735654,0
66506,25.0742156046888,119.430132598434,0
66507,25.0675065406104,119.426248294432,0
112303,26.7730738984792,120.671747705643,0
151804,26.853179801147,120.742605486889,0
151904,26.844079543928,120.627955661977,0
151905,26.8346524934156,120.626084210028,0
151906,26.8261260952693,120.625861006169,0
151909,26.8022742890917,120.62409197961,0
151910,26.7931068742284,120.621556866878,0
151914,26.7668895954064,120.615991680648,0
151916,26.7504192684785,120.613626852788,0
151917,26.7431631706189,120.613525434579,0
151921,26.7093109855393,120.610944772321,0
151922,26.6989034693918,120.608983836042,0
151924,26.682523678301,120.609425482621,0
151927,26.6645690646159,120.608329332064,0
151930,26.6497707673544,120.603474926502,0
152912,26.4631084061549,120.569812915485,0
156225,26.6451433582127,120.630468007257,0
156805,26.8333657096251,120.725554191419,0
156809,26.767161994119,120.720892418112,0
156814,26.7375014883193,120.716743370447,0
180036,25.2026628290952,122.244512099293,0
180040,25.2028409091324,122.248703341471,0
180047,25.2028924264992,122.245514731113,0
180901,26.6717920081775,120.678359446789,0
180902,26.6636968553844,120.682422177328,0
189816,24.8738424015875,119.056380086319,0
190713,26.7190518010275,120.623029393994,0
190716,26.6914030485149,120.619868596095,0
197827,26.8192390401294,120.705307538094,0
237601,22.467598368981,120.445714066888,0
237602,22.4676639051417,120.445710361852,0
237603,22.4673083832557,120.446469313001,0
237605,22.4679240994582,120.445301969642,0
237606,22.4707975703538,120.447297774065,0
237607,22.4676888241704,120.445552346692,0
349902,22.7080216949521,120.1132785334,0
349906,22.7237526723984,120.097421808864,0
349909,22.7082910542641,120.113757218619,0
349910,22.7085238941697,120.113699624398,0
364503,22.8469563956832,121.220829215078,0
400202,24.5653298290164,121.886653,0
400204,24.5687928987886,121.88208,0
407601,25.0431613830996,119.49734196066,0
418601,24.0642851792913,121.714602388702,0
418603,24.038347,121.692192,0
419201,23.1216294588319,121.560613953627,0
419202,23.121636679479,121.56070249905,0
419203,23.1225043219394,121.560589726375,0
419204,23.1217755018027,121.560789741702,0
420811,26.4337521467631,120.488342714388,0
443012,22.8720177737899,121.334758799766,0
443016,22.9218381104306,121.378942035296,0
445503,23.2423959203687,120.061101022857,0
461505,23.5517299925847,120.066385832121,0
461506,23.216050903213,120.08524904141,0
461507,23.2039008548583,120.006007819755,0
473101,23.3344812946489,120.017047427007,0
478305,23.2003522781678,120.031885620483,0
480102,22.6818638252308,121.075795170609,0
480105,22.6751401404071,121.065564653391,0
480113,22.6642640483061,121.049744690958,0
491801,23.3819134745896,121.750509141306,0
491802,23.3813888890588,121.749422984802,0
491803,23.3813404756755,121.748506269168,0
491804,23.3820559983961,121.751097449415,0
491805,23.3813424013621,121.749374970081,0
491806,23.3813460966821,121.749045184393,0
523206,23.3337684751157,120.025760742037,0
525302,22.791887,121.193567,0
525307,22.791828,121.193833,0
527604,23.3236971520785,120.042850226455,0
555887,24.2530058530018,118.445947302295,0
555889,24.2015005610898,118.402140682556,0
560002,24.2675732347809,118.483722754563,0
560003,24.2628000687715,118.479145865956,0
561200,24.2785416569388,118.438158380534,0
561670,24.2735749544018,118.476063807494,0
561671,24.2156901062849,118.425883146113,0
561799,24.319116987142,118.423417086028,0
561800,24.3110855846927,118.414008925535,0
561856,24.3401815739908,118.425662663735,0
561858,24.3400058730108,118.431366301741,0
561887,24.2402990600322,118.432993847196,0
561888,24.2439196891106,118.442146767912,0
561959,24.3021240835385,118.392698185946,0
563989,24.2710373436324,118.427098045866,0
565403,24.298527,121.77538,0
565869,24.2945065381381,118.415497116372,0
565871,24.2935735933857,118.422241024255,0
