MMSI,LAT,LON,TYPE
0,25.969148,119.988775,0
0,26.364293,120.484572,0
0,26.097613,119.981582,0
0,25.964107,119.985072,70
1,22.2480152433875,120.283995,0
5,24.0223088549759,124.860176922602,0
9,43.6331158207447,136.035109668746,0
12,26.369882,119.971527,127.5
22,27.8183221317491,114.770343253032,0
23,16.9162924713679,115.494180562892,0
80,24.58539,121.8684,104
201,39.6902522232339,124.343570779037,0
227,24.286382832871,120.212907372863,0
228,23.8545345224021,120.027620391014,0
229,24.3982100680938,119.06647829408,0
552,22.2976919676073,119.079622970617,0
5009,19.4985820354415,124.115926618123,0
9021,23.3811393348678,119.527893926077,0
9022,23.4369720059571,119.585996798443,0
9023,23.8124579495478,119.452336264307,0
9024,23.5505473262996,119.748421776285,0
9027,23.5377898038044,119.687748068426,0
9028,23.5943049961577,119.792495833767,0
9030,23.1499302409946,119.74585833417,0
9031,23.5699566991498,119.674919714155,0
9034,23.6193664302331,118.638600932848,0
9039,24.0516204218883,119.863739518696,0
9802,24.2466149877697,119.315672637562,0
36588,28.326171150425,132.953243156576,0
41631,40.6213372351678,118.240743450601,0
41632,41.3661652914086,118.096338487668,0
46901,22.256548,120.616512,0
46902,21.8969824473493,120.728585415069,0
57311,26.5781297756331,121.322993504512,200
57564,28.4098402125287,120.40386516092,0
57968,26.4767793470043,119.421499140563,200
58884,27.8884736857048,121.851940685705,120
65058,26.836722,120.508867,0
112303,27.246250776672,121.730860398382,0
180036,20.5750379372474,129.574127629347,0
180040,22.4469215891103,118.725438191913,0
180047,24.3232479673059,121.101559763798,0
236304,24.6199333520741,119.457827369187,0
237019,22.466767,120.440623,0
364503,22.4063695985145,122.263028603503,0
400202,22.1238900848079,118.978288093338,0
404821,22.467658,120.445353,0
420811,29.2650970513436,118.583733082177,0
469985,21.8862507993805,125.178196505099,0
480113,38.8299570780905,125.646760963896,0
525302,22.79205,121.19361,0
525305,22.791877,121.19394,0
525307,22.791957,121.193707,0
563263,22.8619511352277,121.568770140305,0
570902,23.210447,120.088427,0
575902,21.3577370041484,117.913487642933,0
575904,21.0043630669154,118.247895206349,0
578801,22.791493,121.1936,0
578802,22.791477,121.19362,0
578803,22.791482,121.193503,0
578804,22.791495,121.193535,0
580036,18.8095033956616,117.571293594937,0
580038,20.9292440780949,119.283892142147,0
588818,9.76408609258294,132.250038746343,0
588819,31.6867884749616,123.724094771814,200
720002,19.4174528887148,116.384620972901,0
720003,24.5181715526983,119.062716928176,0
720004,22.3913338986178,112.245742745958,0
720005,23.0357648334885,117.672967760705,0
805501,22.5832176410163,122.857663965443,0
805502,23.1728606493782,121.530759246988,0
805503,17.8201643232049,121.897497,0
808503,18.5908853652962,126.458686805324,0
810001,5.10655547973137,142.094477371736,0
885181,24.1310508634952,121.950943466583,0
960007,24.1938533833736,118.122532750771,0
1005183,22.1615879291128,101.913707581195,0
1005586,28.2568252936328,121.289759299626,0
1005809,27.2656559569518,123.270527146631,0
1006108,27.3617435419775,121.443811939218,0
1151714,26.270627184925,122.034724902777,0
1151715,26.3095235890585,122.447869485655,0
